,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
6921,xHe6WBPFINEHUIeq_5yEHQ,2011-12-11,C6Fi3HEJ1mhSmq9nPdqthA,1,"I never knew green chilies were more valuable than gold. We ordered a dozen red tamales and a dozen green chilies. The person taking our order was not happy that we did not give them a 24 hour notice that their ""gourmet tamales"" require for such a large order. The red tamales were as dry as sawdust and the green chilies came with one small sliver of chili. The ""hot Sauce"" they have is nothing more than enchilada sauce with red chili flake added. Next time I'll just go to Del Taco where two dozen .40 cent tacos do not require a 24 hr notice from a family of 6.",review,MugvKza25c3fvNkI49B8IQ,0,1,0
6927,hVKTsUaaJkOKR9v5BY04_A,2011-03-04,uZIq5oNCVw1qEB89w6BTeQ,2,"Ate here at lunch today for the first time. ""eh"" is all I can say. I came in around 12:45 and even though no one was behind me in line the twerp at the counter made me feel very rushed. 

I ordered a Turkey Tom. This was basically a big white dried out sandwich roll with a couple of slices of turkey, a butt-load of shredded lettuce, a couple of sliced tomatoes and some mayo (I requested no sprouts which are normally also included). What is supposed to be gourmet about that? The sprouts?  

I also grabbed a chocolate chunk cookie. Not even worth eating the whole cookie. Really. 

I see no reason to return and don't understand how they can call themselves gourmet...",review,B1C6MjG2KzUtb7IqzjBj4Q,0,1,0
6935,oASUHHGDyzwrR32ajtvrQA,2012-08-21,bmcw2DQr1G60CzDzdCuMQw,1,"Worst store in the chain - I agree with one poster that it's not crowded but it also is out of items more than any other store.  It also is so understaffed it's impossible to get help if you need it and if you ask someone that works here that you finally locate, my experience is that they wont know what your asking for anyway.  I recently was in the store asking about a certain item by Susan Lenart Kazmer, the person looked right at me and said oh we don't carry that artist you might try hobby lobby they get a little credit for trying to help but Susan's line is a Michaels only item.  I gave the woman the line name and said no we don't carry that I'm sure.  I pointed at the huge display in front of me of Susan items and her answer, Oh that must be brand new.  I said nope it came out three years ago now can you see if you have this specific item she said oh we can't do that and she walked off talking to her friend the only other employee in the store that i had seen.   Ok bad but any store can have a bad employee right.  so I go up to pay, a pleasant young girl asks me if I have a Michael's card?  I say sure do and hand it to her.  Oh that's not a Michaels card ours are red.  I explain that it's a gold card for people who spend more money and that as a professional artist I'm there quite a bit.  She says I've never heard of that before.  Well it's a Michaels card just read the front it says Michaels right there.  she stands looking at me so I said try scanning it I promise it will work.  She scans it and then says oh it says you have a $5  off coupon loaded on this card.  My response;  good you get a five dollar coupon for every 100 you spend.  Now she looks scared and says the dreaded words I'm not sure,  let me call the manager.  So 20 minutes go by and who shows up the lady that argued about the Susan Lenart items.  They finally agree to try it and I'm finally out the door just 40 minutes later.  And that's not even the bad part!   I went into this store to have something framed that was three weeks ago they tell me every day it will be the next day all to no avail they use every excuse imaginable custom frames take time, or custom mat colors are hard to get.   Each time I explain it's a off the shelf frame there only cutting a black mat.  they say oh that should be fast will have it tomorrow.  

I wouldn't shop here again if it was all free this store is a joke just keep driving and go to the large store at Power and McKellip's it's a much larger store with competent staff and about twice the selection.   It's well worth the drive and the cost of gas I live less than two miles from the gateway store and can still drive make my purchases and drive home much faster than trying to shop at the local gateway store.  They have even  framed two other items while I'm still waiting for the Gateway store to cut a simple mat.",review,_Pcu--HeFV94yAgHHdBQbQ,0,0,0
6938,AuMz7XGkjLcIUurp_AD51w,2010-01-16,pjb_G4idITKS9SXbs6f2nA,1,"Bleh.

Most of us have ventured to the rock at some point in time. It has always been quite awful, but I had some hope after new ownership took over and renovated the place. It is always sad to see a place that has potential, be complete crap.

Upon walking in we were greeted by a small room used as a bar area, with random bar tables along the side. And whales. And scary looking people. And a DJ...well...kinda...he was playing music from a computer..you know...like you would so at home.

We ordered two beers and sat down. Why not give it a chance, right? Just when we thought that things couldn't get worse, we heard a sound. Like a squealing sound. Yes, you guess right, horrible karaoke ON A FRIDAY NIGHT!?!?! Why God, why?????

We chugged our beers and left.",review,G_6pOq1gA4jyJ3j8mjOyJw,0,2,0
6952,-O7H5LhBkE13VQZB0QZI0Q,2007-08-19,p2HAjzANC80wzLAZzZEL0g,2,"I spent most of my first year being legal drinking age at this wild, college bar. It was fun then, but I got older, it wore on me. It's a big ASU bar and there's no escaping the drunk college kids. The guys can usually be found on the patio barking lame pick up lines at the female passerbys and the ladies are usually grinding it up on the small dance floor on the weekend nights.

With the summer heat, Fat Tuesdays frozen drinks are appreciated. But if you don't want to drink them with the college crowd, hit the bar during the day or early evenings.",review,nWouNfZD3Pw08RYizxkqcA,1,1,1
6961,mWjlJ0Mvde4nBvM9nXlU-w,2007-07-26,nDhRLnmtlSoVVUA3y8dw7g,2,"a little greasy for my skin but the presentation is organic and fun! 
glitter, rubber ducks, bath fizzies and tons of soap make for a great one stop shop when you're shopping for those girlfriends you have who like everything. 
the style is unique making it a fabulous place to take a peek in but just not for me.",review,qaAmAU9T_t84UDGiBI98sw,1,2,0
6977,fd0iSXEhwz-foQdS8SCKYA,2012-04-25,pJ9GyAPbdPRpz9INARb9ig,1,"Had to eat here with coworkers for lunch today and was incredibly disappointed. My $8 caesar salad was probably the tiniest I've ever had. Service was slow, the entire table was nearly finished before mine arrived, and staff was unapologetic. I've had side salads larger than the full salad they served me for lunch. Overall a miserable experience and I won't be back.",review,vNTHCRZppCQvx-Rsha9U3Q,0,0,0
6985,1_43FZHx3P5D7X-CpIR9WA,2011-06-13,CzUuQs-QpNEls1URRFSzDg,2,"Stopped in Sunday for lunch after a high recommendation from a friend of mine in San Diego.   She claimed it was the best sub she's ever had so I had to try it.  Unfortunately my sub came up short with lack of taste and toppings.  When we pulled up I noticed it was super busy and was thinking man they must have great subs for it to be so packed.  Was lucky to get a booth inside but it wasn't as clean as others have stated in other reviews.  I had to take one of their comment cards and wipe the table of all crumbs on the ground as others had obviously done from the looks of the floor.  I had the Chipotle Cheese Steak sub that I split with my husband.  The bread tasted ok, but it wasn't fresh out of the oven. They skimpt on the steak and hardly saw any onions at all on it.  For the price of the sandwich I really was expecting to get more.  The sauce was the best thing about it but I was wanting more of it as well.  I won't be going back.  Sad that it wasn't a better first impression.",review,IajbWwj6l-KHrfSEwZBLgw,1,1,1
6997,xH5axHFadmc7Veutt376TA,2012-01-11,KPSNFCMhp_kg6-68xZ-zaQ,1,"Slowest DRIVE THRU ever!!!! Also the quintessential SHORT BUS Location.

I frequented this location around dinner time since it is the closest to my home a few times and every time it is between a 10-15 min ordeal. When i worked at Mickey D's in the early 90's we had what was called 90 sec HBO( Hand Bag Out), from order to picking up should be no longer than 90 secs. This must not be a practiced any longer.  I have to say hello when I drive up to the speaker due to getting no response. Then I get someone who is rude and say's yes. I order the big mac deal, buy 1, get 1 for a $1. The employee says they do not offer that, I advise their menu out front does. After 5 min of silence and cars backing up I pull fwd to make sure he is still living to see what is up. Total lack of cust serv service, he had to have the mgr show him how to ring it up, no apology or anything. This happened each time I went there. C'mon man",review,QDFF87mFaSCr3AUAumKdmQ,1,1,0
7001,soiGohHtWOltGeomkSxzEw,2011-08-03,XYBRk68egyxpeXzuhexOgw,2,"Everyone I've talked to that likes this place says the same thing, ""I've been going there for years.""  Yes - and perhaps years ago it didn't feel like a dive restaurant in constant jeopardy of being shut down for health code violations.  But now...

The food is completely, unmistakably mediocre.  As is the service.  Maybe it's not filthy - maybe it's just the lighting and decor that makes it look like that way.  But I'm pretty sure the roach I saw dart up the wall was real.

(Okay - that's a cheap shot - there are probably roaches in many places I've gone and I just haven't seen them.  Fair point.)

Nothing about this place makes it a can't miss.  I get the history, the nostalgia, and the fact that some famous people have dined there, but you can find better Mexican food all over the Valley and some just a short drive away.",review,_uLtybFNthITalKyAiFurA,0,0,0
7018,PlcCjELzSI3SqX7mPF5cCw,2012-08-27,sb60pi-68jjtk9pqqUibug,2,"I Live close but will stop eating there. The service was slow, my friend complanned about a order he had and they said ow next time tell them to make it different for you?  Really then I ordered another simple California roll Took forever.  The Sushi is allright but the overall experience is worth driving somewhere else you lost me...",review,yGq213PmiwYSYrhDLPWTSQ,0,0,0
7019,b3zJrtYqVg4ZXmiLN8V84w,2012-03-04,TFrjCKz6muUg7lOaqjLl1g,1,"Beware... use only a credit card so you can stop payment if you need to. ( our sales person encouraged us to pay cash and get a 10% discount ).  Big mistake,  Any problem you're on your own...really... On your own!  We've spent over $3,000 at this store and it has been a nightmare.  Delivery took  weeks longer then our sales person said & our paper work indicated. There was a mistake with the fabric, the paint was mismatched, what was to take 10 days took 3 months.  Not a darn thing was handled properly.  Every call we made to ""customer service"" was routed directly  back to our  sales person. We went back to the store  in person but there is no mgr, no one except commission sales staff and a voice mail merry go round.",review,rq46hVxWltv4OmgWN4_2hg,0,0,0
7024,ou5yH_kNEiN8J_GTSGYSvg,2009-10-17,Vhb4LNZmWhjnrefhLpkH2g,1,"Received two more messages from ""Iolanda"" this morning.  Thought some of you might get a kick out of reading them.  I'm definitely never going back to 98 South.  Hope this info helps some of you...  BTW, don't you just love orangeheads??  Doling out insults are so much easier when hiding behind a mask!

19 minutes ago: Obviously rebuttal is not your friend but jealously is your neighbor......

9 minutes ago: Thought the drink was for your gentleman friend but your the one that had to abandoned it.....You really shouldn't have your picture posted ......pug!!! I mean easy target....Lets go west side .............yeppie!!!",review,0bNXP9quoJEgyVZu9ipGgQ,3,7,5
7035,7UZQ6qGX8lP7a3jokfYVjQ,2011-03-28,ysXcFqnWNQ33d_Qh0-cClw,1,"Totally excited to try this place out, my grandparents, my mom and I (4 of us) came here for some Korean food. It wasn't too busy; just pairs of people from nearby offices coming in and out. 

Unlike other Korean restaurants, their lunch special selection is very limited. Special A  consists of a sushi roll with a soda, special B = teriyaki beef/chicken (no soda), or special C, Korean BBQ Spicy Chicken. 

As we were looking at the ""lunch special"" board, the lady behind the counter insisted that we should look at their full price menu instead. Here comes the awkward part: she then asked my mom ""are you Chinese?"" Even though she is, my mum looked at me all puzzled as in ""what does that mean?"" The lady proceeded by pointing at the ""seafood pancake"" section on the menu and saying ""I don't know why but you Chinese like this pancake a lot."" Good thing my mom didn't hear what she said.. or else... 

So we got the Spicy Chicken lunch special ($6.99), a bulgogi ($6.99), and a beef yakisoba ($7.19). The cool thing about this place is that it has a mini ""kimchi"" buffet bar, with trays of marinated tofu, potato, bean sprout, kimchi, broccoli and some other vegetables. It also has this delicious house special hot sauce. 

By the time we finished a dish of kimchi, the food came, so it didn't take long. The spicy chicken, came in a bowl about the size of an instant-noodle bowl (but slightly deeper), was tender, with rice underneath it. The chicken was definitely marinated well; however, the last couple of pieces had tendons and big chunks of fat... what a bad way to end it. The bulgogi also came in a bowl, with rice underneath. The beef was definitely not marinated fully. The color was super light and the beef was close to tasteless. The biggest disappointment, food-wise, was the beef yakisoba. The noodles, occupying most of the Styrofoam lunch box, were sweet. Then there was an ice-cream scoop of rice, topped with 3 pieces, I kid you not, THREE pieces of dog-tag-sized, super-dry meat. 

In the end, we just decided to bring the barely-touched yakisoba home for my younger brother (well, teenage boys tend to eat everything...). While my mom transfered the noodles to the plastic bowl (since the Styrofoam box was lidless), I went to ask for a plastic cover. This is the best part: the same lady, stared at me, pointed at the salad bar and said ""you can't take that home"". I thought there was a miscommunication, so I asked again for a lid for the noodles. Again, she pointed at the salad bar and said ""you are not allowed to take the kimchi home"". Wow seriously? Just b/c my grandparents are Chinese you assumed we were stashing kimchi in a bowl and trying to sneak it out? ""Look, I just want to take my noodles home, ok?"" She hesitantly gave me a lid.

""Hey, hey you. we chineness peple no steal kimchi becuz Confucius say 'no stealing kimchi'""... only if I said that to her face...

Oh, and when we got home, my brother, aka our food dumpster, took a bite of the yakisoba and never touched it again.  

Conclusion: If you want amazing Korean food and friendly customer service, please just go to Chodang. Chodang is WAYYY BETTER, hands down",review,gnirIlRf-E9uBUZhRzvPzA,1,3,1
7037,FYCVF_1qYm3x5DYCbmmK1g,2012-10-26,sTZU3JC26VsqnEMSw6kWEw,1,"3 months, 22 emails, 10 plus calls and (I think) we have the final refund from Budget! 
Stay clear of Budget Rental they DO NOT care about customers or resolving their monumental mistakes!",review,EiD6jKEPhaPIWRvk4AQPDw,0,0,0
7041,h762dZ33uhSKtLZ-21u6Jg,2011-12-04,TSnRYXMdWMIVBR1q_UGRvQ,2,USE to be the best Pizza in town. Unfortunately that was like 10 years ago. Now this place is overpriced at about $10 for 2 slices and a drink. Trust me you can find better pizza almost anywhere and they charge for ranch as do most pizza places. But isn't a pizza joint charging for ranch the same as a burger place charging for ketchup?,review,nGvxLe5jdJGbxTYt9XjScw,0,1,0
7055,TehSM5JrMRikSnjnnfulbw,2011-10-23,DupG_4UiqngASoPLTolnYA,2,"Okay...this was very surprising since it was just voted Best Southwestern food in PHX mag's Best of the Valley issue...and thus, it made us want to have a visit.

I LOVE southwestern food...and I was very let down by this place.  I feel like I should give it 3 stars...but as an ""A-OK"" rating, I just can't.  If 3 stars were for ""OK food"" then I'd give it 3 stars.  But truly, I have...I have had better.

PHX Mag said to try the crab cakes, which we did, and they were delicious.  Very happy with them and therefore expected the entrees to be just as great...but they weren't.  : (  I had the salmon, which the waitress recommended and it was such a bummer.  It had way too many conflicting tastes going on that didn't seem to blend at all.  I lost my appetite after a few bites.  My boyfriend had the shrimp tacos which were just...average.  We were really disappointed.  

Again, the crab cake appetizer was great and the two margaritas were as well - the Tontorita and the Prickly Pear - both very, very yummy.  

But overall, if PHX Mag continues to recommend more lame-oid meals, I'm gonna have to start using it as wrapping paper instead of a go-to guide for great meals in this town.",review,-Gylxh4yUIsUbOeXyrqeHQ,0,0,1
7056,hyff2JyqQgf85MaJZslHCg,2012-02-23,r1NrDLqFDKmaxVy70VoeMA,1,"This place was horrible! I will never go back it was over priced and the best thing I ate was the corn bread you get  before the meal.  I had the chorizo stuffed tenderlion it was like chewing on a piece of rubber stuffed with soy. My girl freind had  flavorless tacos with stale corn tortillas. three  words it sucked, sucked, sucked!",review,pvdXGtu6sAPDJiCIhfVBDQ,0,1,1
7065,6nseTZb6WrGWcithRThfag,2011-06-11,y00peMvECCREKVJnNSXh8A,1,This place is over priced and the service is horrible. I went there with my feiends and the server was very rude and degrading!,review,rGaZmAwROLkDFo7lR9-Dzg,0,1,0
7074,qfFSS0A5OXUkCbTeC1fYLw,2012-10-21,tBJdg-VSk-1lYI9OWaDg9g,2,"Pros:
- Calm/Quiet atmosphere
- Clean
- Amenities are good *Hot tub outdoors and inside, large steam room & sauna.  Nice sitting areas both outside and inside. 
- Products (Shampoo, conditioner & body wash were okay.)

Cons:
- EXPENSIVE!
- Beware of the 20%gratuity (i don't know who's idea this was but, i was a little offended at the presumptive 20% tip. I tip well when deserved but i like tipping on my own terms.) 
- Spa hostess at the front desk/checking in was snooty
- 50 min massages

I went in for Aji (swedish) 50 min massage, the massage therapist was personable and was attentive to what I asked her to focus on. I know the time limit was not her fault but 50 mins for a massage at these prices made me feel really ripped off.  (i had a Groupon to offset the ridiculous cost but even that didn't make me feel better about the cost.) I don't know who thinks a 50 min massage is enough.......but come on an extra 10 mins wouldn't kill them!

All in all i would say skip it, it's expensive and for less money you can get a 60 min or 90 min and feel great because you didn't over pay.",review,MfbH-4cBh0EXWd7IKEuEhg,0,1,0
7080,QkyN2vqQidQhotvOtPIrkw,2012-03-04,83cmKpSCdvkUepzdUIMORw,2,"We tried this out last night. We won't be back. 

There is no indication when you walk in that it's a seat-yourself restaurant. We stood like idiots at the hostess area until somone asked us if we needed something. 

We sat ourselves, and then sat and sat and sat because there was no server assigned to us. Perhaps that is a reason to seat patrons, so a server knows they've arrived?

Finally, the hostess asked us if anyone had helped us, and she was very polite and took our order. 

Our drinks came out fairly quickly, but then we waited and waited for our food. This would have been understandable if the placed had been packed, but it wasn't. It was maybe 75% full (7:30 on Saturday) and there seemed to be plenty of servers. There was one large party on the patio.

I ordered the vegetarian salad (can't remember what it was called) that advertised avocado, jicama, beans, and other yummy things. When it arrived, there was a tiny little mushy sliver of avocado perched on top, and no more to be found. It was as if someone scraped up the dregs of an avocado from the rind of an empty one and flung it on my salad. It would have been more forgiveable if they had just forgotten it altogether. Also, the white beans were undercooked. 

The pizzas were good. I ordered the local organic vegetable one without cheese, and it came loaded with summer squash, roasted carrots, olives (local? Hmm...), leeks, roasted onions, and the crust was thin and crispy. My husband also enjoyed his pizza. 

I should actually grant an additional half star to the hostess/waitress, who comped my salad when I complained about it. I was willing to pay for it, but she offered to take it off the bill. 

The final nail in the coffin was perhaps not the fault of the restaurant, but the large party out on the patio had 3-4 elementary-age kids literally running laps through the restaurant for the first 15-20 minutes we were there. If ignorant parents are content to let their hellions ruin other diners' experiences, then I'm afraid it's left to the restaruant to politely and discreetely ask the parents to please reign them in. No such luck. 

Anyway, this place has some things to work on. Fortunately for us, there are too many other great businesses nearby for us to give it a second chance.",review,HvaVgP0S0dFaCbBDIQIkag,0,1,1
7083,VSPuvNSDUvlTl670lVAkkw,2012-10-28,fWDWpoGQGmKGqwsx2udStg,2,"I was so disappointed. After drooling over these pictures and rave reviews for weeks  I finally drove the ten miles to get my fantasy pizza. Imagine my surprise when they handed me this tiny box weighing almost nothing. I actually asked the waitress if she gave me the right order. Funny, she asked me where i'd heard about the place and I told her the internet, she said ""Yawp (sic) ?..yeah most of those are family or friends, we got 5 stars or somethin'."" That explains ALOT!
Gee, good thing me and my husband weren't really hungry, twenty bucks for a snack? Not bad quality but tiny quantity for price. Sauce is kinda raw, undertaste of wine and exactly two nickel sized slivers of  garlic sausage per slice. Cheese is good quality. I see why the place was empty at 7pm on a Saturday. If your single or on a date and don't mind high prices go for it.",review,Rtep3VNYoTnU64w3n3iDgw,2,2,1
7085,Lklz5ClavxSzqnBrJQsJcQ,2011-07-17,hSW2HPone8i8vO4uvNqBiw,1,"DON'T GET TIFFANY UNLESS YOU WANT A SPEEDY EXPERIENCE
Pretty Nail tale with Tiffany-
My 10 year old first mani/pedi
4:35 water and feet in chair only 13 minutes and painting toes. Prepped and painted fingernails from the chair- in 20 minutes. 35 minutes in all. Told owner I was unhappy and she said that a kid mani/pedii was 35 minutes then later 35 to 45 minutes. Tiffany never let it dry between coats so when she sat her under the light she told her only 5 more minutes and I stopped her. She said only the under coats will be wet and the top will be dry. I told her Really because you never even let it dry between coats.  She said not 4 coat. Base 2 color and top is 4 ... well top and base dry fast she said...Owner said"" fast or slow it doesn't matter as long as the polish looks good and it looks good."" I didn't tip her on purpose...not because I'm poor- I got poor service. I would expect this for a color change but not a spa pedicure/manicure.  Very disappointed.  You'd think the owners would realize that all the other patrons saw her take advantage of us.  Get anyone but Tiffany unless you want a quick job!",review,_Uq8LfC6X3UJoTurlbiUrA,0,1,0
7086,bF7KQ6AQK5rBS7aOFKtlWg,2009-11-09,PMqI44OjF6KCNe7jdpufYg,2,"I've always been a fan of the Dilly Bird, it's just a delicious sandwich... I can't speak for all locations but the one in Mesa off of Southern was a real disappointment the other night.  I waited almost 30 minutes for a cold turkey sandwich!  After working all day and sitting in traffic for an hour the last thing I want to do is sit in a fast food joint for that long, especially when all the ""kids"" behind the counter are messing around talking about their homework and girlfriends or boyfriends and not working.  I have been going to this location for a dilly bird for longer than I can remember, but unfortunately I will not be returning any time soon unless someone can guarantee I wont have to sit and listen to teenagers for a half hour while I wait for a cold sandwich.",review,wRRVIAIo8AbdayfvWky7jg,2,2,2
7099,O48Mv1VkQYZrDkR6LhnY4g,2010-07-24,qiBYXuHbIl21tAMXsseW2A,1,"I parked in the Parking Garage, got my parking ticket validated, and still owed money for parking.  The parking validation was worth $3.00.  The charge for parking was $5.00 with $2.00 credit for the validation (not the $3.00 I was promised).  I paid the remaining $3.00 charge, but then, the machine wouldn't give me a receipt.

I am never going back to this location.  It is off my radar from now on.",review,rsyXwlLjx6S-6Hni1s9ipw,0,1,1
7105,24V8QQWO6VaVggHdxjQQ_A,2012-11-01,opqIDBk5QbxYtG3cjCZfpQ,1,"$8 for a tiny sandwich with one egg, two greasy strips of bacon, and a stale muffin. They say it's pricy because they get it local? It has to have substance to be considered anything. So whack.",review,FUMdzARf71drXyDZ7lkpWw,0,0,0
7108,5kRug3bEienrpovtPRVVwg,2012-01-01,RVEbqITh8KsZkURDa-3g1w,1,"I heard good things about this place, and was looking forward to what the ""basement"" atmosphere would feel like, lowbrow, a little seedy, etc. Sadly, too many middle-aged men wearing flip flops out on a Friday night. Flip flops? UGH..in Winter? Also, our waiter SUCKED! He acted like he had a hard night and was unwilling to suggest a beer, so I am sure he spit in my draft...Anyhoo, does not matter as I will not return.",review,r3_JcUFWGERe8ytAHQPDyQ,0,1,0
7109,WS1z1OAR0tRl4FsjdTGUFQ,2012-02-11,KR_8Vgo85xgwxG5XmFj7ZQ,1,"Place is alright but for the waitress, poor service and things sent over we didn't order.  We sent them back but had  additional items brought and not brought on the tab anyway.  She said me ""that couldn't happen"" and refused to take it off. Waitress included autograt. 

I have been here a dozen times and never get great service but enjoy myself.  This time will be my last.",review,1UNDhcdgvL1N3SbRPbu7Ew,0,0,0
7112,czOxS1z2MGzPXNP3W1d0Yw,2010-10-30,q4hWqr55R2ngpiiuf4qiPw,1,"The staff is friendly. But the physical hotel itself itself is comparable to a 2 star motel. The Holiday Express I stayed at is better than this. Priceline tricked me when I requested for a 4 star and indicated that this was a 4 star in name your own price.

Cons:
1) They have cactus in the parking lot where when I got home late, it was dark, poorly lit lot, and opened my car door, step out of the car, and step on to cactus severely injuring my foot to where I can not walk anymore. Who puts low cactus in a dimly lit parking lot where when you get out of a car, someone can step on it? Being injured on vacation is no fun and very painful!
2) hotel room and property is old, like from the 1980s though the front desk boy told me that the rooms were newly renovated
3) Given the previous reviews I asked for a quiet room, but was given a room where the squeeking and thumping and wall shaking, woke me up at 5 in the morning. The neighbors flushing the toilet, showering, and running water can all be heard.
4) the bathroom door is so jammed that it requires both hands, all of my body wait and a few minutes of wrestling with it to open/close it
5) Requested a single bed, however upon arrival, was told that it would be 30/extra a night for a single bed instead of 2 doubles
6) 80s style tube TV 
7) pink 80s decor
8) worn down bed with body dent in it
9) wifi costs 9.99/for 24 hours even though its signal is only 1 bar
10) AC blasts loudly on and off during the night
11) curtains are cut half way so tons of light comes in to the room in the morning. 

pros: 
1) location
2) staff smiles and says hi
3) cleaning staff does a good job",review,hryUDaRk7FLuDAYui2oldw,0,0,0
7118,VsO_rhXi5lgbaGxNwoEZsQ,2008-01-12,B613lHQDA6sQE-LYoj7hrQ,1,"I haven't yelped in about 2 months, and I was waiting for a place to either wow me or disgust me.  Well, this place was that bad. 

First impressions were all right -- the outside bar was neat w/ good views of downtown, and the fire pits were nice.  No beers on tap though; and seriously, what's with the hip-hop club DJ at 7:00 pm?  Come on guys, way too early for that.

It wasn't too long before three of us were seated; and after about 10 minutes, our waitress came up and asked us whether we were ready to ... oh wait, that's right, no menus yet, good job.  O.k., so I ordered the Thai Spring rolls, which had a filling of lettuce, a single strip of carrot, and noodles.  Seriously?!  Main course, I ordered the curry, which turned out to be the worst curry in the world -- I don't even know if it was curry; it was more like a bowl of thick, yellow soup, with a few pieces of chicken and a couple of vegetables tossed in.  Yuck.  And then they only gave me a tiny bowl of rice.  I'm sorry, isn't it supposed to be the other way around?  My friends completely agreed with how bad the place was (I think they had some sort of stir fry, which they said was bland and pointless).

So yeah, I don't recommend this place.  Instead, head a block over to The Roosevelt for some good beer on tap and some pretty good food.",review,-bO7P1OtJBKN3rlGpolaFA,1,6,2
7120,-gefwOTDqW9HWGDvWBPSMQ,2009-05-07,Ou4P7FMsCyJm7uYhsGcGig,2,"Ordered the mushroom burger, they put canned mushrooms on the burger. Gross! The patty melt was good. But it's really hard to mess up a patty melt. My salad had a bug in it.

Service was nice. And they do have a yummy cider beer.",review,z6OGpPPnGNDTOsLhf4KVzA,0,0,0
7129,SZvYxcvYYVRue9MXcEDjsA,2011-03-15,0gMRwAmLCCIbJJmjsP5qcg,2,I have gone here quite a few times. I like having a diner close by for breakfast and newspaper reading. But this one is always short staffed. And there doesn't seem to be much management around to smooth things out. Food is usually good but staff always seems stressed out. May be due to serving hoards of poor tipping elderly.,review,3gUxHXOvEXdzDhKDjnGgyA,0,1,0
7130,ho4Te6bO2tGs56h9PF2vuA,2010-08-17,0JrB4CJ9qrfmqhsxWcpHlg,1,I was not impressed. The food was bad & expensive. The wait is ridiculous. Don't go.,review,v6jF7qJOyzO2SZR_qyBXLQ,0,0,0
7131,GiElN3AF8N4ZpfH6PNRjdg,2011-10-17,hkmaKvOJ8gO-qeBOmpaV6g,1,"This was the best camera/photography store in the valley.  It has now been re-imagined and renamed as Photomart upon its move to Scottsdale.  I recently visited the new location...and I was shocked!  The store was extremely small, had very little to sell (I didn't even see a camera on display).  They did carry some glass...but mostly a very small selection of accessories.  I didn't even recognize any of the former employees.  

I encourage all the former loyal Photomark customers to visit Photomart.  I'm sure you will leave disappointed.  Two thumbs down to this lemon!",review,pcar062LKuhjXoe7E42YRA,0,0,0
7134,b3mfNkad2uxdlKLrS3hDCg,2012-03-29,BFAvb86rMJiji41pk4BGOg,1,"It's a good concept if the owners / mismanagement had bothered to keep a trendy or classy atmosphere. As it is save your money get fast food - McDonald's has less grease. We had to ask for plates for the appetizer platter (it is meant to be shared) so the sever handed my daughter 4 paper plates. 

My salad wasn't a salad it was a paper plate of mixed greens - really no tomatoes, nothing on it or in it other than lettuce and she threw a packet of Newmans Dressing on the table just like the ones you get at Burger King or McDonald's. My steak - it was OK - I asked for medium and got medium well and that was the best part of it. The steak is served on a paper plate and when I asked about utensils I was directed to go get my own from around the corner - yup plastic ware for a steak on a paper plate.

My daughter had a burger and it was so greasy the bun turned soggy brown part way through then fell completely apart.

Service? Well let's just pretend this place is 100% do it yourself then it would be OK. The waitress walked away before my daughter finished her order. Never came back and asked how things were, nothing. Really if we were the kind to dine & dash it wouldn't have been a problem because she wouldn't have known we were gone. My daughter actually had to go find the server and ask for the bill!!!!

What kills me is the employees exude an I don't care attitude which is also obvious in their actions (or lack of actions) and the message I got was the owner / mis-management has accepted this lazy unfriendly service because it's obvious by how poorly the place is run that it's OK with them.

It could be great but they would need to make a lot of changes - job 1 fire everyone & start over. If I could have given them 1/2 a star I would have - we won't be going back.",review,Dl8ssN8MGZazTn5QAL3eJw,0,1,0
7141,-sAoGZTnFtDZUY9JYWHqlg,2009-07-12,Xqe-FjMHEsO-Q34GiMl3vw,1,"Let me first say that we are fans of the W Hotel and have stayed in many of their hotels around the nation and are overall happy with the accommodations and customer service.  

I'm a local Phoenician who resides in the Arcadia neighborhood and frequents many of the wonderful restaurants and hotels this City has to offer.  After hearing MANY negative reviews from co-workers, family, and friends, my fiancé and I decided to give the W Hotel Scottsdale a shot prior to forming an opinion of our own for this hotel/restaurant/bar.

During a night out on the town with visiting and local friends, we opted to give this place a try.  Upon approaching the entrance of the bar, security tells us that we're not welcome here due to one of the members of our party not having closed toe shoes and another not having a collared shirt.  The attire our group was wearing was more than appropriate for any Phoenix/Scottsdale restaurant/bar.  Let me remind you that's is July in Phoenix, and over one-hundred degrees at the time of night we went to the W and the six of us just finished a dinner at an adjacent, popular restaurant.  The staff was flat out rude to not only us, but others in line wanting and willing to spend money and support the local hotel.

I will strongly suggest not staying here or supporting the quality of business they are running here.  During a time of a slowing economy and tourism, many businesses are forced to rely solely on the best possible customer service to attract and retain business--the W Hotel fell way short of this.

I was very discouraged after our experience here and will agree with the many other reviewers that this place in not worth supporting.  

Phoenix/Scottsdale has many great places to experience, so don't settle for this place.",review,cAJpG8briCwhX3KA7mly8g,1,2,0
7142,YxLiLBNTm4cOg7OlKKLmVw,2012-01-11,qJc1Y3DBPNCrnBsywQYY3w,1,Worst enchiladas EVER and decor from a 1980's attempt at a mexican restaurant.  Taco Bell is a step up!  But if you like soupy enchiladas drowning in cheez wiz this is the place for you.,review,hbiJHDqJB5APidl-efOAjA,0,0,0
